JCU_Anime_List,"141319,100067,101771,99580"
Byronlove9,"96117,96867,100579,96870"
Kayrru,"100359,99580,96867,96870,99097,100068,100111,96938"
skarbrand727,"100082,100393,99580,96870,99097,97220,100812"
nachomaxo1,"103059,101180,100986,114842,106841,103539,101722"
Chirag4640,"99580,95672,95118,100068,100111,97009"
nighm,"134254,112215,98504,141539,100111"
unknownr,"134254,121819,119399,145936,129891,132493,152776,229010"
RockmanX37,"100956,100089,100392,97349,100111,103725"
Faramuszka,"95118,96867,96870,100111,96117"
DCardoso_MAL,"101801,100089,95118,114173,100724"
Deyesoto,"97337,96938,97009,96870"
OOz_,"99580,101801,103502,100055,100068,100067,102498,100111,97349"
CrazyhourXD,"103110,100088,111635,95118"
DarkLord1909,"100082,99580,96870,100067,96117"
East,"100921,99097,102498,99580"
CelloString,"96117,101801,102498,96870"
Shugo_,"96991,99580,96870,100111,96938"
perquence,"110205,132491,130998,113371,105635,103368,98328"
Nico77A,"101160,100111,99580,96867"
Estibi127,"96117,100067,100111,96870"
umutyurttas,"112215,96117,100111,96870"
Noponleon,"97337,105308,97349,99580"
JK234,"95079,100111,100089,96867"
Sallamanca,"97337,96870,100348,99097,97009"
Hunter7oo,"97347,101801,105805,97501,99097,95896,96938"
Orororurando,"133016,98158,97349,100111,100812"
DreiVier,"96937,99580,122997,118928,100724,99002"
Youngjuls,"111053,96991,100111,96870"
johneaston,"100393,100089,96870,100579,111749"
LastEsis,"97349,102217,95118,100068"
is-whoelsome,"99580,100068,101555,107198,97349,120120"
JokuSSJ,"115791,141539,138385,106924"
TeoMeHigh,"96991,105308,96870,99097,100111"
UtotKa,"102498,96870,100579,96867"
Katorga_,"100921,100088,101671,121841,105277,101153"
Knox316,"99580,96870,100348,98158,101369"
kuribo-04,"103619,96870,97349,100111,98328"
Rukkasu,"100111,100067,97349,99580"
Vader,"97337,105308,95118,96870,97009"
syncbrasil,"105308,96870,100089,96867"
WaverDalek,"105308,95118,100068,100111,97009"
lThe_uNkNownl,"102194,96991,99580,100089"
Adriannitro,"102305,97349,100579,96870"
LightArrowsEXE,"105936,101801,100089,97402,100724"
JourPT,"109341,102194,103129,96870"
MrBronze1445,"99580,100068,96867,100111,141319"
Anti-Climacus,"99580,95118,100068,100089,100111"
weirdy8,"118928,97501,100068,99097,100067,100111,101072"
NinjasonFG,"133756,112047,113371,107353"
justinspatz,"102410,99580,97076,96867,96870,107198"
SirAduard,"99580,96870,99097,102498,100111,96117,97009"
Diegonm_19,"96117,111635,95118,95672"
Retroland,"302429,100111,100579,96870"
-BL0SS0M-,"98177,100089,99580,95118"
Diego_DV,"114960,96117,97347,100089"
Krizus,"96867,96870,99580,95118"
JoE7Yabuki,"99580,96867,96870,96117,97804,100579"
DianeStarlight,"97009,96870,118928,100068"
Chad_mmd,"99097,100111,99580,96867"
Retesko,"102998,99580,96870,99097,97349,100111,96117,101863,100812"
Bielski,"122440,96870,100111,130063,96117"
Topolowgic,"95079,111635,95118,95672"
SpAce--Dandy,"99580,96870,100067,96117,100579,104680"
Philip_Nite,"114914,157396,101801,102498,106924,140344,126915"
Urusei_Yatsura,"100579,99097,99580,96870"
MR-GRAYv2,"100579,100111,99580,96867"
HarderDaddy,"99002,97402,100089,100068"
Mognfrog,"99580,96870,100978,100067,96117"
Seiyuza,"97009,100111,99580,96870"
Heavenly47,"118969,101160,111635,102359"
speedc0re,"116489,97009,100111,99580"
AlexanderVWalker,"100082,99580,96867,99097,100111,96938"
AdlersAntlers,"95079,100172,114173,95118"
xXNurioXx,"101072,97009,100067,97347"
Yn4s_,"97009,100111,99580,100089"
catpalug,"99002,96937,100111,97347"
PrimeYona7,"103531,99580,96867,100111,97009"
Kado0,"100393,99580,97337,100068,96867,99097,97220,96938"
PedroVini,"100068,100111,100089,96870"
ramenugi,"99580,95672,103545,103074,95335,96938,98177"
Fraffron,"99580,96867,96870,100111,97009"
SpedEx,"133410,97009,99580,100089"
False_Mirror,"100082,103552,100089,100068,102498,97349"
Lando65,"103074,97009,95118,137938"
ToastNinja,"103143,112059,99580,100068,96867,100111,96117"
Panlord,"105765,95079,95118,95672"
Earth_Kun,"96117,100067,99580,100068"
doctorno0,"110655,100083,118785,100089,97762,100111,103539"
Change297,"101002,96870,99580,95118"
InfinityDude88,"96117,100067,137938,96870"
JoaoPedru,"96938,99346,100579,96870"
4100RogerRocha,"118928,96870,100068,99097,100111,100579"
TRGTXT,"110189,102497,156160,100724,101863"
hikari_177,"100067,100172,100111,119414"
Lag0n,"100393,100089,100068,96867,100111,100579"
Izaya2782,"105308,95118,100068,100089,96867"
Joaolfs07,"99097,96870,99580,96867"
Recycledcontent,"99580,97337,100068,96870,284478,96117"
siston7,"102613,96938,100579,96870"
Dvourer13,"112047,116271,104133,126915"
Blue_Maroon,"136625,112047,200511,100089"
ThalesSV,"109585,100978,103368,100067,101160"
LukeAron1,"141874,284347,284346,174835"
PcmKomanda,"100068,111635,95118,95672"
Mah_TK,"110205,96870,99580,95118"
Late_boy,"104852,103834,141874,127676,100926,104084"
gummolife,"100082,103552,100089,97349,100111"
Rucko,"96991,97009,121599,116505,108115"
nezumiTenshi15,"105308,100089,97349,100111,101076,98328"
Pairo_,"100393,118928,100089,96867,100068"
rpn101,"99580,96870,96867,100067,97009,97563"
Ayyydrian,"100082,118602,100089,95118,100724"
mbeckley27,"96870,98158,100067,100111,96117,97009"
seele94,"100393,99580,100095,96870,99097,101820,100579"
Johnny__B,"96937,118928,100089,100068,99097,101369"
Leonardo911,"99580,100089,96867,96870,100068,102498"
Guaste,"107664,100067,97349,100111,101076,103539,100579"
Mayjur,"96991,96870,99097,97349,100111,97009"
hellcatspeedrcr,"133512,99580,116271,100068,105635,97349,103725,97009,100991"
YoungMarx31,"96991,99580,118928,100068,100348,99097,97009"
not_sakuga,"110205,99580,100089,100068,96870,99097,101369"
Golfi,"114173,126915,100111,111749"
Guilhermebakaaaa,"99580,100089,96867,96870,99097,100111,100579"
Swirt,"110205,96991,105936,96867"
alexmatiasrc,"110205,99580,96867,100068,100111"
CueviTiKen,"102998,101801,96870,126915,100111,96117,100991"
mee4s,"100082,99580,96870,102498,100111"
Viv_nb,"100088,95672,96867,96117,123074"
soggybread1_74,"100088,104552,96867,100111,101016"
Arkondeath,"99580,100095,100068,96870,99097,96117,97009"
DaMangaKid,"113371,141539,99580,96870"
djtt10,"114960,111635,96870,95672"
TT114,"110205,96870,284478,100111,115016"
Poof_Poof,"95079,111635,95118,95672"
HyperInvasion,"105308,100089,100068,102498,100111"
elliotvicious,"100812,97967,99580,96870"
Vook,"100067,116785,99580,96870"
HisokaHajime,"100393,141821,103964,103064,106839"
deadspider12,"96047,96117,100067,96870"
Hecathea,"112215,95079,95118,95672"
Victex,"100068,96870,99580,100089"
TriTheCynic,"99580,100068,99097,96117,100579"
Fina-sama55,"96991,101771,97347,100068,100978,102498,100111,103894,100724,100579"
nico20306,"97197,100660,101524,112903"
pettansyndrome,"105936,122455,135996,106398,100392,97349,101403,119806,100724,136052"
Nsenga,"97009,100068,100089,96870"
ItsJeriko,"136625,96870,100068,102498,100067,97009"
kickmax,"99580,96870,96867,100111,100579"
NHASA01,"112215,97009,100111,96870"
BenjirouNHK,"96991,96867,96870,102498,100111,97009"
Ahiru89,"97076,112215,102498,107198"
Anime_God_King,"104201,98177,96047,99580"
GHIAnime,"96867,95118,137938,95672"
Matteo5,"96117,100088,141539,96870"
Goofzillers,"134254,95079,161984,100068"
PROF_CIPHER,"157396,101801,95118,97009,123074"
imjayhime,"98240,96117,100067,96870"
blu3fl0w,"96870,102498,100111,99002,100579"
iMeyy,"96117,100089,97347,95118"
NaviIN,"97009,123074,99580,100068"
LupinYabuki,"115737,99580,110645,100089,95079"
EL17EM,"103619,101801,156290,96870,135996,99097,140344"
DooMWhite,"100099,97337,102729,97347"
annyn,"110205,100082,100111,99002"
Dubeckiy,"99580,96867,96870,97349,96117,97009"
OnRiverKawaii,"99580,100956,100068,99097,100067,97349,97009,146047,100579"
MrResidentFox,"134254,214408,104160,96867"
Vazinger,"96117,96870,99580,100089"
lemonsakee,"99580,101801,100068,96867,100111,97009"
OrangeOldfish,"109341,97009,101801,96870"
CelesteElaine,"96991,99580,98445,96870,96867,100068,96938"
Kevinpanseco,"100111,98158,105308,118928"
JAVC,"96117,96870,99580,100068"
adeeda,"102998,99580,118928,100068,102498,97349,119806"
neofe,"101369,105308,103502,99580"
jacobtsurugiBR09,"100393,112047,100089,96882,143462"
LTSNM8,"105308,100068,99580,95118"
StandUser_Bakura,"109287,141539,100172,96870"
The_SilverKey,"100393,104552,99580,100089,100812"
katell__,"95079,111635,95118,95672"
PAOOTAKU,"101369,100068,100579,96867"
bcastillo,"102998,100055,96870,98158,141539,97009"
Pathoflight,"120824,96870,96117,142736,103102"
WrongIM,"121585,96117,97009,96870"
Ristoki,"126835,119400,95118,96867"
Enivlens,"100082,137986,96991,99580,100068,96867,101160"
dxe,"100088,95672,95118,96117,115016,126915"
KayY_Y,"100089,100068,110639,97349,100111"
BlackLusterEnvoy,"100660,97337,100111,98177"
XDestroyer18,"97347,95118,102194,100111,96117"
WiltChamberlain,"103143,97347,104572,100068,101369,101160"
Venihana,"99580,100089,100068,99097,95079,97009"
_MikuNakano_,"284478,116785,137938,96117"
Kisaragi,"110205,96937,97347,96117"
Biogundam,"97337,98066,97009,100067"
Jowk,"109013,105579,118916,97347"
nyahgust,"98504,96870,100111,100068"
Dan997,"96867,96870,100068,100067,114173,97009"
Naruleach,"100066,98445,95118,100067,95079"
IzanaSolos,"138370,112047,116271,140344,126915"
Corvus_V,"134254,97337,105308,100089,95118"
Brissinger,"99580,96870,100067,96117,97009"
NotAlexD,"101160,100359,100111,96867"
Auburnal,"100172,102498,128668,108115,126915"
Zigman,"101801,103502,96870,97349,100111,102498,155926"
Baldoogle,"100082,102498,100111,100579"
alternatzkun_,"158697,102427,100068,116215,119807,102498"
applesauzzed,"99580,96867,96870,99097,96117,100579"
roninxiv,"150792,131921,97337,101524,129558,106775"
Greporta_,"110249,114960,101771,100089"
kyledluffy,"99580,96870,100111,96117,97009"
Soham4545,"101801,111703,95118,96117"
Frieza28,"110205,96117,101801,95672"
Vituu_,"99097,101160,100393,100579"
Nevas95,"99580,100089,96867,96870,100068,100111"
Hinaroo,"99580,96870,112215,97347,96867,96117"
-motoko,"99580,96870,97009,103502,101801,102498"
MarzAttackz,"99580,97334,100812,99097,100068,96867,96991"
LadyStardust97,"148223,100111,106444,100082,126835,107664,97337"
EDCORLEONE1970,"96867,100393,99580,97337"
SoloKingSsain,"96870,100067,99580,96117"
Nezukowithgun,"119808,120896,100812,99006,146678"
Ewolver,"96867,96870,95118,97009,97349,100111,100089,100068"
Master0777,"96870,95118,95672,96117"
NicktheBrit,"97349,100088,100111,100089,107163,105308"
loring123,"99580,105138,118928,99097,100068"
gobabo,"96870,100067,100812,100068,96867"
PedroFerraz,"99580,100393,100111,100579,100068,96867"
NoahMcB02,"96870,96117,99580,100111"
AkameCM,"96870,97009,95118,105308"
Bakagame3,"100055,101692,102194,100579"
DeadBored,"102217,99580,96870,97009,118928,100082,100111,99097,100068,101076"
LEGXCVII,"96938,96870,100067,106398,133016,96117"
rayryo,"100957,106775,97220,95255,97337"
Shinobu_________,"96870,95118,97349,100089,101801,102498"
zblazin,"99580,119319,100640,100089,99097,96117"
Guga_S2,"99580,96938,97009,100111,99097"
DesOttsel,"99580,97009,105635,99097,100068"
Oni-02,"100111,105277,99580,96117"
Hanging_Athena,"97347,102498,112215,96117"
canines,"95672,96870,95118,100067,96117"
notawaffle,"101555,118602,97804,103074"
Freohr,"99580,99097,100068,101671,121585,96991"
hngnhng,"98328,100089,97349,100068"
Mulhollanderson,"99580,100393,99097,101160,97337"
ZB_Blades,"95118,97009,99580,96117"
CaveVow,"99580,102998,100978,100068,102498,101771"
UpprMars0812,"96870,121224,106994,96117"
escavenger57,"95118,103127,100089,96117"
TenYearsAtLeast,"107198,100089,107163,105308"
Lotus272,"95672,95079,96870,95118,105765"
Mor1din1,"103594,100089,103552,110639,122455,96991"
retrometalistus,"116505,111457,108115,100068"
Halic,"100359,99580,100393,100095,96867"
Awoot,"100082,100111,102498,97349"
PaarthChaudhary,"96867,96870,126835,101801,100068"
bosluk9029,"99580,96870,97009,100111,100579,99097,96867,96117"
Aurakin,"95079,100082,100393,100111"
drifting_away,"95079,95118,114173,95672"
NemPegazus,"99580,96870,100812,99097,101160"
Jeamflex,"102613,97477,97220,97337"
Andrasius,"101820,99580,96870,96867,96117"
planetarenas,"99580,96870,97347,105376,99097,100579,96117,104595"
tsutsumugi,"99002,99580,104552,97349,100082,100089,103552,102498"
HughMungis,"97067,107877,100111,99097,100348"
eshaiel,"96870,100328,99097,100346"
yukan_raito,"100068,100067,99580,96117"
adpxrr,"99580,96870,110205,137415,126835"
anomanderbaked,"101458,98710,97349,100111,99097"
pel_pel,"101801,141539,114914,134254"
Mike_ptbr,"96870,100088,130063,115016,105308"
kapave,"97009,95118,112215,96867"
tenpasteleven,"101016,103074,134254,103539,102498"
Marion123,"99580,101369,100111,105308,96991"
imcy0812,"136625,95118,102498,95672"
akiwi7,"95079,95118,95672,111635"
anthor_of_Rhoads,"107198,102498,96867,99580"
KingYoshi,"96867,191000,97009,100088,97349,100082,101856,100068,105308"
robsteward,"99580,96870,98158,100111,100089,97967,97402,96991"
Paranoia8,"104353,100111,97347,100068,96867,105936"
Trooperdude,"96867,99580,97009,97349,100068,105231"
MarisaTheCube,"96870,141319,110205,100111,104160,96117"
Kriktroz,"98328,97009,97349,100111,102498,141539"
Sokratis,"99580,100111,101160,96867,96991"
NDawg360,"96870,97009,99580,96117"
DekkaKun,"96870,100393,103064,100089,100579,100068,98940"
PerfectPublican,"98328,103552,102498,97349"
yuzuturu,"99580,116489,130358,131341,100068,102498"
Penguinhungry,"132682,214123,131334,140344,101801"
B1nns_B0ggy,"99580,100055,118928,100089,102498"
Albonyan,"95672,95118,112215,111635,105765"
acidping,"96870,105765,97009,110205"
TheCoolGuy82,"96938,95687,96870,100393,103064,96867"
FelipeJJ,"99580,96870,100393,131334,100068,96867"
Carlosvss,"116007,103979,100088,138769,103552,106443,101526"
gingys,"99580,100067,100082,113371,101856,100068,96991"
lidicia,"141874,96937,100055,100111,102498"
zubby,"96870,100068,99580,101856"
Cyll3r,"96870,103539,100067,96117"
Rally-,"96870,97009,100111,96867"
GrandEgotist,"103531,97349,100111,99097,101863"
akatau,"97009,101072,99580,99097"
minmo_R,"100393,103964,105312,99097,100579,104132"
catterbu,"99580,100067,99097,100068,96117"
AurumGG,"134254,100082,105308,100089,100068,102498"
Lanyaners,"102217,97009,100089,97967,100068,96991"
Thefreelolz,"102498,105765,102736,102497"
AnakEmak23,"149717,102498,96117,134254"
Rohero,"96117,100068,99580,97349"
TrueGRS,"101801,102498,95672,100978"
chaweewa,"99580,96938,120603,96870,100111,97347"
Kotori9965,"107198,344172,97347,120603"
Waffuru117,"98158,97009,100111,99097,96867,97501,97337"
knowledge,"96870,96117,109225,100579"
Harutaka,"97974,133092,100724,96117"
Takumi__Fujiwara,"96870,97009,95118,112215,96117"
Levia_Kirin,"96870,100068,96867,97009"
Chef-Big-Inu,"99580,96938,96870,100067,97865,100068"
Akio-kun,"97347,102498,102194,100978"
nappy_,"99580,96870,97009,100111,102998,100068"
Level2Crook,"99580,95672,95118,100579,96867,102498"
juleszka,"95079,95118,95672,111635"
platysaur,"123074,95118,105308,95672"
Florrienne,"100082,137807,102498,126835"
Gwennyn,"107198,97009,101076,97347"
AnemoianArts,"96870,99580,96991,100111"
Perivoje,"95118,100111,97347,102498,96991"
Edmond_Demetrio,"96870,99580,97762,101771"
Xiaraith,"99002,96937,96870,112215,97347"
SquareRooster42,"97009,97349,103552,101801,100068,102498"
LegoC97,"96870,97009,100088,100089,97347"
hanekawastiddi,"95118,99580,100724,103594"
diosApateMinor,"100082,97402,96991,103594"
Glorplox,"99580,96870,100067,100393,100111,96991"
Slavikue,"103979,131334,157396,115016,129578,101801,126915,132898"
Satoshi_Saburo,"95118,95672,107006,103594"
Zythels,"100328,96870,97009,114173,96991"
NGE_fan_0815,"99580,96870,97009,100111,100579"
VivaceRex,"107198,99580,100089,102498,97337"
nocturnalbee,"100393,103964,103064,103552,128525"
kazuyakurata,"107537,101459,110571,97220,99097,103826,102498,101837,97337,101583"
shadowbreakqr,"95118,97349,100111,105308,97337"
Edulcorante,"100111,95118,99580,97347"
YosuXD,"101801,108115,132682,138370,114173,100089,135996,126915,132898"
Lssd,"99580,100082,100111,100089,100068"
Raven2502,"100172,101369,107198,111233"
ProfDoctorGir,"99580,96870,97009,100067,96117"
Humaneky,"99580,100055,96870,134254,100111,96117"
anidigimon,"102937,97220,101185,102497"
Curdiss,"123865,97009,118928,134254,100068,96117"
BrendanIsCool,"100111,100068,99580,120066"
MoonDog54,"95118,112215,95672,119869"
MazotiLucas,"100068,100067,96117,141539"
Helianthus_E322,"109225,99580,96867,97337"
RebelofDaNeonGod,"96867,99580,96938,100957,100393,98710,100068"
Fluwid,"96870,97349,100111,103091,99097,102498"
Tonster123,"97009,99580,96991,96867"
RZAlyy,"100978,113261,101801,104852,126915"
Redactdead,"100652,110205,100089,127534,97402"
CraspiN,"101801,96867,106924,100068"
AgnesVardaStan,"100111,100068,99580,97349"
DianaIceflame,"96870,95079,101856,133016"
Stalfford,"96870,100579,100111,170081"
Lunar,"99580,100067,100393,103964,100111,100068,105087,104132"
VectoRZ__,"100055,103074,102498,97347,105087,102194,103129,97804"
speedpop,"99580,96870,100067,99097,100579"
s0ryuu,"100111,97347,100068,96867,105308"
Cravun,"109013,103074,119192,101016"
riorangel21,"100111,103502,101801,112047"
Grentup,"102173,96870,104552,97349,100111,98504,99097,105308,97337"
Tanjo_V,"100957,100660,103268,129558,106398,133016,100987"
Eoussama,"96870,100991,103815,101801,106924,96117"
Lithuex,"99580,96870,100067,99097,100068"
Metalheadgamer70,"96870,97009,99580,100111"
Ranxomare,"96870,96938,100579,97337"
Chazi,"100068,100393,97337,99580,96867,96870,97009,100111"
sorumo,"100068,99580,110639,100111,100067"
MEGATRON,"100068,97009,141340,101072"
MerlinSOG,"100068,95672,95118,97009,96117"
imperator69,"100068,105936,100089,95118,97009,102498,96117"
Judhill,"100089,95118,100724,100055,100111"
Ilarious,"100068,99580,96870,97009,100111"
Johan420,"100393,97337,96991,99097,100957,101160,96938,100111"
snedecor,"141539,133303,96117,100067"
Scynic,"100068,100089,103552,102498,116489"
FLaMeSToR,"95118,95672,95079,111635"
SauceyBOB,"114960,109287,100111,96867"
Zecchino,"99580,96867,96870,97009,96938,100111,100067"
Franss12314,"134254,153463,175174,100111"
Jiya18622,"99580,96870,102498,100111,100067"
Queenofcats24,"99580,97009,96867,319819"
elBoko,"105765,101771,96117,97347"
StalowyEdzio,"107353,97009,95118,96870"
Nirinbo,"100921,101153,97349,112913"
Chyene_18,"96867,96870,101153,97009,100067"
Dr_Thicc,"99580,96117,100111,100067"
Rumbleblak390,"99580,96870,97009,96117,100067"
BadWhaT,"150980,102499,101555,102496,102498,105082,101474"
margraveD,"100082,99580,100089,96867,97347,100055,105308,100111"
johnsonbigd,"95118,112215,95672,95079"
hyosun,"100393,103964,96968,100724,103064,100991"
Chotto_Matte,"100067,100068,96117,96870"
Yon_Yoshi30,"134254,100068,102190,123074"
CrashD,"100068,100089,97349,96870,101801,102498"
Harrinsain,"100393,97337,100089,97349,102498"
ryun_sama,"118665,104572,95118,96867"
BanaaniMies32,"95118,101016,95672,103074"
girthgirl,"97967,99097,119414,141539,99580"
Feitan_exe,"99580,99097,96991,96867"
Josdavi,"100082,97337,99580,102217,100111"
GiveS0meShrimp,"102998,96117,100579,96870"
OtakuKun1,"112215,95672,95079,96870"
Vorticem51,"157396,129578,141539,134254,96867"
camay1997,"100393,99580,97009,97501,100812"
Legestrophe,"112215,103724,141852,118916"
hinagatari,"100082,100068,99580,95118,114914"
nyxxy_nichts,"100082,101160,99097,96991"
St0rmblade,"100082,100068,99580,100089,99002,97349,102498,100111"
ClinT,"107163,100088,98066,96870"
Amanediel,"95313,96047,95672,96117"
Sperginator_9000,"110665,100958,106631,100660"
Nefyro,"97076,100089,101458,99002,121585,101801"
longpaka,"134803,101389,109013,100089,101801"
ChaoticHero,"98328,98066,97347,96870"
Andrew_wojownik,"101498,97009,100111,100245"
soumuitolindo,"100172,96991,97349,100055,98328,104572"
FiviG,"105635,100068,97349,96870,101801"
idk_golden,"97967,99097,103714,100359"
Inui-Juuzou,"95118,96870,109225,126835,96117"
mrmarcgaming,"114960,137938,104160,96870"
Shapeee,"99097,100089,100088,107537,100067"
DatenChan,"107163,100089,95118,148083,105308"
Metafalcon,"105308,100089,102498,100055"
Yorgute,"114914,101801,140344,132682,119806"
gabrielperin,"101771,100089,100068,100111"
Aegidrom,"99580,96117,100579,96870"
Eggplantcake00,"100068,99097,96991,99580,96938"
hikkikochan,"99580,96867,97009,105308,100111"
FRANZsan,"100068,99580,96867,101801,100111"
Antagonized,"118602,100152,99002,97349"
v1nceeeeee,"95672,95118,119319,111635,102498"
Sorreh,"100082,100393,99002,100978,102498,119806"
JoeDaPotato,"102998,103303,100068,118928,116271,114914,101801,135996"
Noriyasu,"99580,100068,97009,96870"
Melwingalt,"96117,95118,95079,96870"
Srannesh,"99097,103074,99580,105231,97009,101801,100812"
Tartiflette,"99580,95255,99097,136873"
Eihik,"100068,99580,99002,96870,100111"
Aquilum,"99580,100089,96938,96117,100111,97501"
Sakubo777,"105308,99580,97349,100067"
Carcox,"99580,100068,95672,96867"
ZeroL_Senpai,"103539,100068,95118,98066"
CocosAthelier,"102498,100089,99580,100978,105308,101856,96117"
DOSS300,"99580,100111,99097,96870"
girlfrot,"100082,102998,97349,96870,100111"
